Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
X,Shooter,Activision,0.34,0.1,0.0,0.02,0.45,T,Bueno,2,0,0
X,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,T,Bueno,0,0,0
X,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,M,Excelente,0,0,1
X,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,M,Bueno,0,0,1
X,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,T,Bueno,0,0,1
X,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,M,Excelente,0,0,1
X,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,T,Excelente,5,5,1
X,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,T,Aceptable,2,3,0
X,Shooter,Atari,0.59,0.12,0.0,0.03,0.74,M,Excelente,0,0,1
X,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,M,Malo,2,3,0
X,Shooter,Capcom,0.01,0.0,0.0,0.0,0.02,M,Malo,2,3,0
X,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,T,Aceptable,2,3,0
X,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,M,Aceptable,2,3,0
X,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,M,Bueno,2,3,0
X,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,T,Bueno,2,3,0
X,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,M,Bueno,2,3,0
X,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,M,Malo,2,3,0
X,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,M,Malo,2,3,0
X,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,M,Bueno,2,0,0
X,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,M,Aceptable,2,3,0
X,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,M,Malo,2,3,0
X,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,M,Excelente,2,3,0
X,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,T,Excelente,2,3,0
X,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,M,Bueno,2,0,0
X,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,T,Bueno,0,0,0
X,Shooter,Electronic Arts,0.37,0.21,0.0,0.03,0.61,M,Excelente,0,0,0
X,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,T,Excelente,0,0,0
X,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,T,Excelente,0,0,1
X,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72,M,Bueno,0,0,1
X,Shooter,Electronic Arts,0.58,0.22,0.0,0.03,0.82,T,Bueno,0,0,1
X,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,M,Malo,2,3,0
X,Shooter,From Software,0.04,0.01,0.06,0.0,0.11,T,Malo,2,1,0
X,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08,M,Malo,2,3,0
X,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02,T,Malo,2,3,0
X,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,T,Bueno,2,3,0
X,Shooter,Kemco,0.02,0.0,0.0,0.0,0.02,M,Malo,2,3,0
X,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,M,Aceptable,2,3,0
X,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,E,Aceptable,2,3,0
X,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,T,Bueno,2,3,0
X,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,T,Bueno,0,0,0
X,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83,M,Bueno,0,5,1
X,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,M,Bueno,0,0,1
X,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,M,Excelente,7,2,3
X,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,M,Excelente,7,2,4
X,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,M,Excelente,2,3,0
X,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,M,Malo,2,3,0
X,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,M,Bueno,2,3,0
X,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,T,Bueno,2,3,0
X,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,T,Aceptable,2,0,0
X,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11,T,Aceptable,2,3,0
X,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,T,Aceptable,0,0,1
X,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,T,Excelente,2,1,0
X,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,M,Bueno,2,0,0
X,Shooter,TDK Mediactive,0.16,0.05,0.0,0.01,0.21,T,Bueno,2,3,0
X,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,T,Aceptable,2,3,0
X,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,M,Bueno,2,3,0
X,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,M,Bueno,2,3,0
X,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,M,Bueno,2,3,0
X,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,M,Bueno,2,3,0
X,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,T,Aceptable,2,3,0
X,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,M,Bueno,0,0,0
X,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,M,Excelente,0,0,1
X,Shooter,Titus,0.01,0.0,0.0,0.0,0.02,M,Malo,2,3,0
X,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,M,Malo,2,3,0
X,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,M,Bueno,2,3,0
X,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,M,Bueno,2,3,0
X,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,T,Aceptable,2,3,0
X,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,T,Aceptable,2,0,0
X,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31,M,Excelente,2,0,0
X,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,M,Bueno,2,0,0
X,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,M,Excelente,0,0,1
X,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,T,Excelente,0,0,1
X,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,M,Excelente,5,5,1
X,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,M,Excelente,0,0,1
X,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,M,Excelente,5,5,1
X,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,M,Bueno,2,3,0
X,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,M,Malo,2,3,0
X,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,M,Bueno,2,3,0
X,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,T,Bueno,2,3,0
X,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,T,Aceptable,2,0,0
X,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,T,Excelente,2,0,0
X,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,E,Malo,2,3,0
X,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,E,Bueno,2,0,0
X,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,T,Bueno,2,3,0
X,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,T,Excelente,2,0,0
X,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,T,Excelente,0,0,1
X,Simulation,Phantagram,0.03,0.01,0.01,0.0,0.05,T,Bueno,2,1,0
X,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,T,Aceptable,2,3,0
X,Simulation,Ubisoft,0.06,0.02,0.0,0.0,0.08,T,Aceptable,2,3,0
X,Sports,3DO,0.06,0.02,0.0,0.0,0.08,E,Excelente,2,3,0
X,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,T,Excelente,2,3,0
X,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,E,Bueno,2,3,0
X,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,E,Aceptable,2,3,0
X,Sports,Acclaim Entertainment,0.11,0.03,0.0,0.01,0.15,E,Bueno,2,3,0
X,Sports,Acclaim Entertainment,0.15,0.04,0.0,0.01,0.2,T,Bueno,2,3,0
X,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,E,Bueno,2,3,0
X,Sports,Activision,0.04,0.01,0.0,0.0,0.05,E,Excelente,2,3,0
X,Sports,Activision,0.08,0.02,0.0,0.0,0.1,E,Excelente,2,3,0
X,Sports,Activision,0.08,0.02,0.0,0.0,0.11,E,Bueno,2,3,0
X,Sports,Activision,0.13,0.04,0.0,0.01,0.18,T,Aceptable,2,3,0
X,Sports,Activision,0.21,0.06,0.0,0.01,0.28,T,Malo,2,3,0
X,Sports,Activision,0.34,0.18,0.0,0.02,0.55,T,Excelente,0,0,0
X,Sports,Activision,0.41,0.19,0.0,0.03,0.63,T,Bueno,0,0,0
X,Sports,Activision,0.48,0.24,0.0,0.03,0.75,T,Excelente,0,0,1
X,Sports,Activision,0.59,0.3,0.0,0.04,0.93,T,Excelente,0,0,1
X,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,T,Aceptable,2,3,0
X,Sports,Atari,0.07,0.02,0.0,0.0,0.09,T,Bueno,2,3,0
X,Sports,Bethesda Softworks,0.01,0.0,0.0,0.0,0.01,E,Malo,2,3,0
X,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,E10+,Bueno,2,3,0
X,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,E,Aceptable,2,3,0
X,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,E,Aceptable,2,3,0
X,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,E,Excelente,2,3,0
X,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,E,Aceptable,2,3,0
X,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,E,Aceptable,2,3,0
X,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,E10+,Aceptable,2,3,0
X,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,E,Bueno,2,3,0
X,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,E,Excelente,2,3,0
X,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,E,Excelente,2,3,0
X,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,E,Aceptable,2,3,0
X,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,E,Bueno,2,3,0
X,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.2,E,Excelente,2,3,0
X,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,E,Bueno,2,3,0
X,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,T,Bueno,2,3,0
X,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,E,Bueno,2,0,0
X,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,E,Excelente,2,0,0
X,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,E,Excelente,2,0,0
X,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,E,Excelente,0,0,1
X,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,E,Excelente,2,0,0
X,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,E,Excelente,2,0,0
X,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,E,Bueno,2,0,0
X,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,E,Excelente,0,0,0
X,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,E,Excelente,2,0,0
X,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,E,Excelente,0,0,0
X,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,E,Excelente,0,0,0
X,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,E,Excelente,0,0,0
X,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,E,Excelente,0,0,1
X,Sports,Electronic Arts,0.53,0.02,0.0,0.03,0.58,E,Excelente,0,0,0
X,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,E,Bueno,0,0,1
X,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,E,Excelente,0,0,1
X,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,E,Excelente,0,0,1
X,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,E,Excelente,0,0,1
X,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,E,Excelente,0,0,1
X,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,E,Excelente,0,0,1
X,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,E,Excelente,5,5,2
X,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,E,Excelente,0,0,1
X,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,E,Excelente,2,5,0
X,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09,E,Excelente,2,3,0
X,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,E,Aceptable,2,3,0
X,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,E,Bueno,2,3,0
X,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,E,Excelente,2,3,0
X,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,E,Bueno,2,0,0
X,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,E,Bueno,2,0,0
X,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46,E,Excelente,2,0,0
X,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,M,Bueno,0,6,0
X,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,E,Bueno,0,0,1
X,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,E,Bueno,2,3,0
X,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,E,Excelente,2,3,0
X,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,E,Bueno,2,3,0
X,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,E,Bueno,2,3,0
X,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,E,Excelente,0,0,0
X,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,M,Bueno,0,0,0
X,Sports,Sega,0.04,0.01,0.0,0.0,0.05,E,Excelente,2,3,0
X,Sports,Sega,0.08,0.02,0.0,0.0,0.11,E,Excelente,2,3,0
X,Sports,Sega,0.09,0.02,0.0,0.0,0.12,E,Excelente,2,3,0
X,Sports,Sega,0.11,0.03,0.0,0.01,0.14,E,Excelente,2,3,0
X,Sports,Sega,0.11,0.03,0.0,0.01,0.15,E,Excelente,2,3,0
X,Sports,Sega,0.17,0.05,0.0,0.01,0.23,E,Excelente,2,3,0
X,Sports,Sega,0.29,0.08,0.0,0.01,0.38,E,Excelente,2,0,0
X,Sports,Sega,1.54,0.02,0.0,0.07,1.63,E,Excelente,5,5,1
X,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,T,Bueno,2,3,0
X,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,E,Excelente,2,3,0
X,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,E,Excelente,2,3,0
X,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,E10+,Excelente,2,3,0
X,Sports,Wanadoo,0.01,0.0,0.0,0.0,0.01,E,Malo,2,3,0
X,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,T,Bueno,2,3,0
X,Strategy,Atari,0.1,0.03,0.0,0.0,0.13,E,Aceptable,2,3,0
X,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,T,Aceptable,2,3,0
X,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,M,Bueno,2,3,0
X,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,M,Excelente,2,0,0
X,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,T,Aceptable,2,3,0
X,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,E,Bueno,2,3,0
X,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,T,Aceptable,2,3,0
X,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,T,Aceptable,2,3,0
X,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,T,Aceptable,2,3,0
X,Strategy,THQ,0.54,0.16,0.0,0.03,0.73,M,Excelente,0,0,1
X,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,T,Aceptable,2,3,0
X360,Action,505 Games,0.03,0.02,0.0,0.0,0.06,T,Malo,2,3,0
X360,Action,505 Games,0.21,0.15,0.0,0.04,0.4,T,Malo,2,0,0
X360,Action,Activision,0.0,0.01,0.0,0.0,0.01,T,Malo,2,3,0
X360,Action,Activision,0.11,0.02,0.0,0.01,0.14,E10+,Malo,2,3,0
X360,Action,Activision,0.14,0.09,0.0,0.02,0.25,M,Malo,2,3,0
X360,Action,Activision,0.16,0.0,0.0,0.01,0.17,E,Bueno,2,3,0
X360,Action,Activision,0.16,0.0,0.0,0.01,0.17,T,Malo,2,3,0
X360,Action,Activision,0.18,0.04,0.0,0.02,0.24,T,Malo,2,3,0
X360,Action,Activision,0.18,0.05,0.0,0.02,0.25,T,Malo,2,3,0
X360,Action,Activision,0.18,0.05,0.0,0.02,0.26,E,Aceptable,2,3,0
X360,Action,Activision,0.2,0.02,0.0,0.02,0.24,E,Aceptable,2,3,0
X360,Action,Activision,0.24,0.08,0.0,0.03,0.36,T,Bueno,2,0,0
X360,Action,Activision,0.26,0.01,0.0,0.02,0.29,E10+,Aceptable,2,0,0
X360,Action,Activision,0.26,0.13,0.0,0.04,0.44,M,Aceptable,2,0,0
X360,Action,Activision,0.28,0.12,0.0,0.04,0.44,T,Bueno,2,0,0
X360,Action,Activision,0.36,0.02,0.0,0.03,0.4,T,Aceptable,2,0,0
X360,Action,Activision,0.53,0.34,0.0,0.1,0.97,E10+,Bueno,0,0,1
X360,Action,Activision,0.82,0.51,0.01,0.14,1.48,T,Aceptable,5,5,1
X360,Action,Activision,1.91,0.84,0.0,0.29,3.05,E10+,Bueno,3,5,2
X360,Action,Atari,0.16,0.05,0.0,0.02,0.24,M,Aceptable,2,3,0
X360,Action,Atari,0.43,0.14,0.0,0.06,0.63,T,Bueno,0,0,0
X360,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,M,Aceptable,2,3,0
X360,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,M,Excelente,5,5,1
X360,Action,Black Bean Games,0.08,0.05,0.0,0.01,0.13,T,Malo,2,3,0
X360,Action,Capcom,0.02,0.01,0.0,0.0,0.02,T,Aceptable,2,3,0
X360,Action,Capcom,0.11,0.06,0.0,0.02,0.18,M,Aceptable,2,3,0
X360,Action,Capcom,0.12,0.1,0.02,0.02,0.26,M,Bueno,2,1,0
X360,Action,Capcom,0.15,0.06,0.01,0.02,0.25,T,Bueno,2,1,0
X360,Action,Capcom,0.27,0.12,0.01,0.04,0.44,M,Excelente,2,1,0
X360,Action,Capcom,0.28,0.11,0.01,0.03,0.44,M,Bueno,2,1,0
X360,Action,Capcom,0.55,0.14,0.03,0.06,0.77,M,Malo,0,6,1
X360,Action,Capcom,0.79,0.34,0.08,0.13,1.34,M,Excelente,0,6,1
X360,Action,Capcom,1.16,0.64,0.08,0.2,2.08,M,Excelente,5,6,2
X360,Action,Capcom,2.11,0.93,0.12,0.34,3.5,M,Excelente,3,2,2
X360,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,T,Bueno,2,0,0
X360,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13,M,Malo,2,3,0
X360,Action,Deep Silver,1.48,0.69,0.0,0.2,2.37,M,Bueno,5,5,2
X360,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,E10+,Bueno,0,0,1
X360,Action,Disney Interactive Studios,1.0,0.34,0.0,0.13,1.47,E10+,Bueno,5,0,1
X360,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,T,Malo,2,3,0
X360,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,M,Bueno,2,1,0
X360,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29,E10+,Bueno,2,0,0
X360,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,T,Excelente,2,1,0
X360,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,M,Excelente,2,1,0
X360,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,T,Bueno,0,5,1
X360,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,E10+,Malo,2,3,0
X360,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,E,Aceptable,2,3,0
X360,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,M,Bueno,2,1,0
X360,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,T,Malo,2,3,0
X360,Action,Electronic Arts,0.17,0.11,0.0,0.03,0.31,E10+,Aceptable,2,3,0
X360,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,T,Malo,2,3,0
X360,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,E10+,Excelente,2,3,0
X360,Action,Electronic Arts,0.24,0.03,0.0,0.02,0.29,E10+,Aceptable,2,3,0
X360,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,M,Bueno,2,0,0
X360,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,M,Aceptable,2,0,0
X360,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.04,T,Bueno,0,0,1
X360,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.16,M,Malo,0,5,1
X360,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,M,Excelente,0,0,1
X360,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,M,Bueno,0,5,1
X360,Action,Electronic Arts,0.63,0.57,0.0,0.15,1.36,T,Aceptable,0,0,1
X360,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,M,Bueno,0,0,1
X360,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,M,Excelente,0,5,1
X360,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,E,Bueno,0,0,1
X360,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,M,Malo,2,1,0
X360,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,T,Malo,2,3,0
X360,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,M,Aceptable,2,3,0
X360,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,E10+,Aceptable,2,3,0
X360,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,M,Malo,2,3,0
X360,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,E,Excelente,2,0,0
X360,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,T,Malo,2,3,0
X360,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,M,Aceptable,2,3,0
X360,Action,Konami Digital Entertainment,0.25,0.15,0.0,0.04,0.45,M,Aceptable,2,0,0
X360,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,M,Excelente,2,0,0
X360,Action,LucasArts,0.18,0.17,0.0,0.04,0.39,T,Malo,2,0,0
X360,Action,LucasArts,0.55,0.03,0.0,0.05,0.63,E10+,Excelente,0,0,1
X360,Action,LucasArts,0.84,0.51,0.0,0.13,1.48,E10+,Bueno,5,0,1
X360,Action,LucasArts,1.53,0.82,0.0,0.24,2.59,E10+,Excelente,5,5,2
X360,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,T,Bueno,5,5,2
X360,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,E10+,Malo,2,3,0
X360,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,M,Aceptable,2,1,0
X360,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,M,Malo,2,1,0
X360,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,M,Malo,2,1,0
X360,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,T,Bueno,2,0,0
X360,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,T,Excelente,0,6,1
X360,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,T,Malo,2,1,0
X360,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,M,Aceptable,2,3,0
X360,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,T,Malo,2,1,0
X360,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,M,Malo,2,3,0
X360,Action,Sega,0.09,0.01,0.0,0.01,0.1,T,Aceptable,2,3,0
X360,Action,Sega,0.09,0.06,0.02,0.02,0.19,M,Bueno,2,1,0
X360,Action,Sega,0.11,0.05,0.0,0.01,0.17,T,Aceptable,2,3,0
X360,Action,Sega,0.12,0.02,0.02,0.01,0.17,M,Bueno,2,1,0
X360,Action,Sega,0.16,0.23,0.0,0.05,0.44,M,Aceptable,2,0,0
X360,Action,Sega,0.22,0.02,0.0,0.02,0.26,T,Malo,2,3,0
X360,Action,Sega,0.28,0.13,0.01,0.04,0.47,M,Malo,2,1,0
X360,Action,Sega,0.3,0.12,0.0,0.04,0.46,E10+,Malo,2,0,0
X360,Action,Sega,0.36,0.02,0.0,0.03,0.41,M,Excelente,2,0,0
X360,Action,Sega,0.38,0.19,0.0,0.06,0.63,M,Excelente,0,0,0
X360,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06,E10+,Malo,2,3,0
X360,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,M,Malo,2,1,0
X360,Action,Square Enix,0.38,0.4,0.01,0.08,0.87,M,Excelente,0,5,1
X360,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,M,Excelente,5,5,1
X360,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,M,Bueno,5,5,1
X360,Action,THQ,0.07,0.04,0.0,0.01,0.12,E10+,Malo,2,3,0
X360,Action,THQ,0.2,0.07,0.0,0.03,0.29,E10+,Aceptable,2,3,0
X360,Action,THQ,0.21,0.02,0.0,0.02,0.25,M,Aceptable,2,3,0
X360,Action,THQ,0.67,0.28,0.01,0.1,1.06,M,Excelente,0,5,1
X360,Action,THQ,0.72,0.2,0.0,0.08,0.99,T,Excelente,0,0,1
X360,Action,THQ,0.72,0.44,0.0,0.11,1.27,T,Bueno,0,0,1
X360,Action,THQ,1.17,0.77,0.02,0.22,2.18,M,Excelente,5,5,2
X360,Action,THQ,1.25,1.14,0.07,0.3,2.77,M,Excelente,5,5,2
